,name,location,description,score,url,lat,lon,rank,lat_location,lon_location,Forecast
88,Astoria Villa maison d hôtes Appartement vue mer avec piscine,Cassis,Managed by a private host,9.3,https://www.booking.com/hotel/fr/appartement-astoria-villa-face-piscine.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=30&hapos=30&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from=searchresults#hotelTmpl,43.211728,5.5286144,9,43.2140359,5.5396318,11.67
89,HPC Suites,Cassis,"Offering a shared outdoor pool with a terrace and views of the sea, HPC Suites is situated in a 4000 metres² park in the centre of Cassis. ",9.2,https://www.booking.com/hotel/fr/hpc-suites.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.21644024,5.54174572,10,43.2140359,5.5396318,11.67
90,Cassis Ma Vie Là,Cassis,Managed by a private host,9.1,https://www.booking.com/hotel/fr/cassis-ma-vie-la.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.216905,5.541446,11,43.2140359,5.5396318,11.67
91,L'ATELIER - Piscine - Dans les vignes - Cassis,Cassis,Managed by a private host,9.0,https://www.booking.com/hotel/fr/atelier-piscine-wifi-dans-les-vignes.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from=searchresults#hotelTmpl,43.2211281,5.5565709,12,43.2140359,5.5396318,11.67
92,LOU CIGALOU,Cassis,Managed by a private host,9.0,https://www.booking.com/hotel/fr/lou-cigalou-cassis.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from=searchresults#hotelTmpl,43.214926,5.532989,13,43.2140359,5.5396318,11.67
93,"Cassis, le Grand Bleu, triplex vue mer, port plage 10mn à pieds",Cassis,Managed by a private host,9.0,https://www.booking.com/hotel/fr/le-grand-bleu-cassis1.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.2208045,5.54229625,14,43.2140359,5.5396318,11.67
94,Cassis centre,Cassis,Managed by a private host,8.7,https://www.booking.com/hotel/fr/cassis-centre.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from=searchresults#hotelTmpl,43.21737259,5.53635836,15,43.2140359,5.5396318,11.67
95,LE REVE BLEU,Cassis,"Situated in Cassis, 1.1 km from Grande Mer and 1.4 km from Bestouan, LE REVE BLEU features accommodation with free WiFi, air conditioning, an outdoor swimming pool and a garden. ",8.6,https://www.booking.com/hotel/fr/le-reve-bleu-cassis.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.2206243,5.540767,16,43.2140359,5.5396318,11.67
96,Appartement Cassis vue mer d'exception,Cassis,Managed by a private host,8.6,https://www.booking.com/hotel/fr/appartement-st-marc-cassis.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.21875954,5.54379929,17,43.2140359,5.5396318,11.67
97,Sweet SEA HOME vue mer,Cassis,"Offering city views, Sweet SEA HOME vue mer is an accommodation set in Cassis, 600 metres from Grande Mer and less than 1 km from Bestouan. ",8.5,https://www.booking.com/hotel/fr/sea-home.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.21729234,5.53577062,18,43.2140359,5.5396318,11.67
98,UNE TERRASSE SUR LA MER 3 pers 2 chambres VUE MER,Cassis,"Located in Cassis, just 400 metres from Bestouan, UNE TERRASSE SUR LA MER 3 pers 2 chambres VUE MER provides beachfront accommodation with free WiFi. ",8.4,https://www.booking.com/hotel/fr/une-terrasse-sur-la-mer-cassis.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.21407197,5.53062182,19,43.2140359,5.5396318,11.67
99,L'ECHO DES FLOTS vue mer,Cassis,"Situated 60 metres from Bestouan, 1.3 km from Grande Mer and 1.7 km from Anse de Corton Beach, L'ECHO DES FLOTS vue mer features accommodation located in Cassis. ",8.2,https://www.booking.com/hotel/fr/echo-des-flots.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=28&hapos=28&sr_order=popularity&srpvid=e9d666d1d7290013&srepoch=1676471845&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.2119159,5.53091776,20,43.2140359,5.5396318,11.67
